Compound ID,Attrition Resistance,Thermal Stability,Average Particle Size,Particle Size Distribution (%),Density,Rare Earth Oxides (%),Catalyst Surface Area ,Micropore Surface Area ,Zeolite Surface Area ,X-Ray Fluorescence (a.u.),Cost 
CMPD-3297,92.3746,619.9059,57.0466,20.3598,1.3146,3.6961,237.7468,109.1409,118.532,0.7689,42.3282
CMPD-3298,84.5526,732.0259,61.0372,16.1502,1.0956,3.3121,296.9563,54.5206,82.5751,0.8924,41.718
CMPD-3299,97.7417,665.3184,54.6592,21.0098,1.3512,3.6977,235.7506,109.3546,114.4156,0.6874,42.4889
CMPD-3300,97.2264,681.4637,71.6093,15.4664,1.4336,1.5714,216.4517,67.8724,49.9955,0.8663,19.5194
CMPD-3301,94.7392,682.3442,57.2557,19.323,1.372,3.6269,239.2969,102.8981,111.8769,0.7334,40.9332
CMPD-3302,92.0185,707.5907,73.9943,15.265,1.4133,1.4526,219.5943,70.4554,54.5808,0.8524,18.1676
CMPD-3303,89.4462,685.0761,77.5594,16.5529,1.4259,1.4936,222.1052,67.1173,55.8389,0.9048,18.7729
CMPD-3304,85.3019,609.7162,99.8249,22.0657,1.5226,1.871,174.6807,85.5385,73.1095,0.845,13.9241
CMPD-3305,79.889,624.4391,91.5406,20.8212,1.3931,1.8888,179.6211,82.3798,76.2079,0.8887,13.5666
CMPD-3306,91.3988,748.129,92.7268,11.6427,1.1174,0.8483,223.4206,62.5751,113.0793,0.4546,14.2298
CMPD-3307,97.3697,871.3297,94.8305,15.566,1.0606,3.2118,266.1855,141.6246,179.5644,0.4182,12.4179
CMPD-3308,84.9411,643.8692,96.6161,21.8321,1.4551,1.9042,185.4171,82.2819,73.375,0.8873,14.066
CMPD-3309,95.7001,647.9063,57.5979,20.346,1.3576,3.5185,230.0502,110.2935,112.1429,0.7091,41.3044
CMPD-3310,91.8937,895.4149,97.2517,16.9925,1.1003,3.3003,266.7437,138.48,178.7009,0.4331,12.4952
CMPD-3311,79.9386,702.7995,61.2917,16.4875,1.038,3.3374,298.5271,50.9665,82.1378,0.9325,43.963
CMPD-3312,90.9592,786.5396,58.4946,21.0146,1.2028,1.3881,108.0462,109.7404,85.1942,0.8533,43.7313
CMPD-3313,94.3971,689.0442,70.0898,15.5164,1.4371,1.5133,210.008,69.4299,53.8725,0.8126,18.746
CMPD-3314,80.0939,791.9167,62.4482,15.848,1.0712,3.3741,294.8252,53.9918,80.6971,0.8617,42.2698
CMPD-3315,92.1493,663.3175,56.0058,19.3409,1.3606,3.4221,229.2711,112.7787,110.0971,0.7294,40.4651
CMPD-3316,94.1858,687.6366,72.7136,16.4211,1.3852,1.4875,214.1264,70.6989,54.2593,0.9,18.5066
CMPD-3317,79.7198,825.1008,91.6708,16.1883,1.0996,3.521,257.0553,144.3466,184.0681,0.4556,11.8408
CMPD-3318,94.2824,668.3912,70.8428,16.2686,1.4076,1.5115,211.3167,66.7688,52.9857,0.8387,18.0514
CMPD-3319,84.7958,660.6412,94.0937,22.5901,1.1677,1.6734,162.3619,63.2108,125.2524,0.1495,24.6052
CMPD-3320,97.5703,643.5881,59.2265,19.7092,1.3577,3.4318,229.3585,110.4794,108.0036,0.7263,40.7629
CMPD-3321,89.9717,654.7322,73.7662,16.0632,1.3223,1.5142,218.3871,72.0854,54.454,0.8855,19.0084
CMPD-3322,83.4099,659.6233,101.6177,24.9501,1.1857,1.6857,174.4822,62.6526,129.0572,0.143,25.4878
CMPD-3323,81.8923,601.2362,100.263,21.2736,1.4428,1.8509,183.1879,81.8233,75.5115,0.8527,14.2723
CMPD-3324,94.8369,692.8715,72.4315,15.9601,1.3254,1.4324,223.2351,66.2336,52.2766,0.8264,19.3114
CMPD-3325,82.2884,732.5252,59.8429,16.1138,1.0943,3.4163,301.7496,52.9251,79.312,0.9031,41.6555
CMPD-3326,82.9015,765.3078,58.7391,16.5433,1.0925,3.3367,310.4441,56.0522,74.734,0.865,40.3365
CMPD-3327,86.3379,658.2599,103.9255,24.623,1.2043,1.6238,168.5269,61.6719,128.725,0.1493,25.4504
CMPD-3328,89.8422,834.2487,60.8679,20.5711,1.2409,1.4034,106.8439,113.8244,82.3953,0.8163,46.2031
CMPD-3329,92.1288,691.4326,71.8187,15.872,1.4117,1.491,220.8946,70.7884,53.2316,0.8618,18.8677
CMPD-3330,85.0552,667.4616,104.4524,25.4485,1.1708,1.5621,161.7842,59.8715,127.2005,0.1504,24.7189
CMPD-3331,85.6754,746.3976,58.4441,17.1401,1.0904,3.1903,309.4115,52.1628,79.3321,0.9139,42.268
CMPD-3332,93.8348,656.5069,57.3922,19.8934,1.4263,3.4098,221.5017,109.7951,107.3079,0.6979,40.188
CMPD-3333,97.647,858.3025,99.0747,15.1094,1.0824,3.5306,264.1322,139.113,179.8851,0.4287,12.8816
CMPD-3334,91.3157,718.7225,89.2495,11.0636,1.1518,0.8367,237.557,58.9766,107.0466,0.4062,13.9706
CMPD-3335,85.4805,851.2749,65.7453,21.3464,1.2329,1.3949,105.6792,108.9269,85.3142,0.8214,44.1797
CMPD-3336,89.6346,765.4762,88.1393,11.9201,1.1167,0.9055,230.13,58.4671,105.9913,0.4302,13.4809
CMPD-3337,79.6389,621.9968,99.9528,22.242,1.1657,1.6037,165.4349,62.5735,124.5723,0.1527,24.5678
CMPD-3338,78.2848,646.4277,94.407,21.9971,1.4529,2.0955,196.226,84.4184,73.6151,0.8667,14.0624
CMPD-3339,94.3777,708.244,74.3705,15.9376,1.3765,1.5169,220.5572,72.8423,50.4849,0.8308,19.1497
CMPD-3340,90.8347,877.8397,61.4059,22.2803,1.2613,1.4557,103.5372,109.9081,81.4142,0.8534,42.5508
CMPD-3341,78.1716,634.0003,95.7755,22.8877,1.1936,1.6046,172.5404,60.9707,120.3994,0.1571,24.6573
CMPD-3342,94.1364,721.7864,58.0686,19.4315,1.4312,3.4645,228.9503,107.3727,110.486,0.7219,43.3322
CMPD-3343,96.7384,843.4202,95.7424,16.7161,1.0463,3.4122,259.4451,141.5042,183.6961,0.4511,12.1423
CMPD-3344,93.5404,720.5441,89.7326,11.7797,1.1467,0.8682,242.8704,62.0303,108.4889,0.4088,13.9789
CMPD-3345,91.516,838.5638,59.1954,20.1518,1.1839,1.3952,104.6432,107.1071,81.9025,0.8298,42.5911
CMPD-3346,90.541,841.3515,66.9653,20.1531,1.2157,1.4095,101.2493,111.3579,79.729,0.8761,45.1332
CMPD-3347,97.0213,713.7563,72.8165,16.2674,1.3693,1.4492,210.0953,71.7763,51.2935,0.824,18.7718
CMPD-3348,91.5369,872.4932,98.2075,17.2852,0.9843,3.5691,272.8617,140.4916,184.7919,0.4519,12.115
CMPD-3349,81.9553,753.331,61.5717,16.0804,1.0073,3.3322,299.3025,50.8912,84.8533,0.918,43.9284
CMPD-3350,83.1688,743.5602,61.791,16.4206,1.0801,3.3884,305.9844,51.6013,85.6081,0.9241,42.8044
CMPD-3351,87.6836,615.3221,96.632,21.6004,1.4461,1.9242,185.055,85.3954,72.5277,0.8384,14.4636
CMPD-3352,95.7808,833.78,89.0778,16.2917,1.0297,3.5724,274.7933,147.4865,178.5684,0.4623,12.8865
CMPD-3353,87.0767,611.4014,100.0316,21.655,1.4959,2.0458,193.7172,77.889,74.3309,0.8496,14.4839
CMPD-3354,93.9925,675.2601,73.6194,15.1437,1.359,1.4303,210.8092,71.3895,54.8306,0.7838,18.453
CMPD-3355,79.3439,662.9807,95.3152,24.1062,1.163,1.6324,165.9333,62.105,121.5399,0.1502,25.766
CMPD-3356,95.0193,782.7711,96.6574,16.3327,1.1101,3.5014,255.3278,138.4064,179.941,0.4421,12.3544
CMPD-3357,91.5707,809.5569,64.327,20.9681,1.1972,1.4318,112.1137,112.4845,82.7099,0.8071,46.5284
CMPD-3358,95.3536,689.6591,72.0111,15.2109,1.3485,1.5116,199.0151,70.8911,55.1191,0.8003,18.7095
CMPD-3359,82.0448,659.1775,92.3561,24.0438,1.1755,1.6694,160.5159,60.114,133.6222,0.1494,25.9675
CMPD-3360,84.2041,719.0592,62.1698,16.7803,1.0641,3.4141,286.0766,50.374,82.7059,0.8825,40.3941
CMPD-3361,84.8756,864.8542,63.9817,21.2321,1.2606,1.4295,100.6113,108.6052,79.0302,0.8816,43.972
CMPD-3362,80.816,622.3755,106.4634,23.4653,1.2398,1.5772,160.2571,60.1024,131.4756,0.1446,23.6914
CMPD-3363,94.0246,700.5453,90.8866,11.3268,1.0795,0.8864,226.0152,60.0806,111.1474,0.4405,13.4261
CMPD-3364,95.2179,834.3876,91.654,15.8535,1.0482,3.5392,242.0081,142.7292,184.4644,0.4645,12.311
CMPD-3365,94.0358,670.4354,55.7909,19.9381,1.3784,3.421,228.7909,106.4305,119.1847,0.6974,40.2985
CMPD-3366,85.042,598.7228,97.9897,21.1731,1.429,1.9315,194.5519,81.8751,78.7703,0.8263,13.0358
CMPD-3367,100.2731,858.8743,92.2022,16.4415,1.03,3.4901,271.1661,137.124,192.4107,0.4538,12.2189
CMPD-3368,91.6932,831.0181,62.3865,20.5455,1.1674,1.4253,108.8003,112.5627,87.3211,0.9101,48.5654
CMPD-3369,99.3577,647.7344,57.3067,20.5565,1.3723,3.3839,237.3721,109.5776,111.367,0.7168,38.1982
CMPD-3370,99.2582,687.0519,74.6243,15.6416,1.421,1.613,215.0091,68.4372,53.1014,0.8807,18.5281
CMPD-3371,92.9896,711.8828,89.2598,11.5617,1.0964,0.8735,229.5094,64.8313,116.8347,0.433,13.8434
CMPD-3372,89.1087,807.6441,62.5911,20.7042,1.2016,1.3987,101.4177,111.9122,82.5891,0.8904,42.2903
CMPD-3373,90.465,844.8769,67.691,19.549,1.197,1.4231,109.4104,110.5489,83.2183,0.8962,45.0706
CMPD-3374,89.8974,846.7676,61.9805,21.5615,1.2154,1.3633,106.7541,110.2325,89.3269,0.8105,42.8654
CMPD-3375,82.9633,728.4716,62.1231,16.0557,1.0548,3.4064,289.5631,52.8049,78.9079,0.9174,40.9147
CMPD-3376,96.7532,662.5649,55.7435,20.9054,1.356,3.4965,230.9792,110.0122,117.2182,0.7154,39.6509
CMPD-3377,79.7382,637.2121,99.2055,24.8606,1.1649,1.6586,165.082,58.5667,125.1357,0.1494,26.7845
CMPD-3378,86.8048,665.913,102.5466,22.6507,1.2513,1.6862,172.4016,57.9221,121.194,0.1581,24.3136
CMPD-3379,93.842,819.7801,99.9805,14.7257,1.0751,3.4787,274.7038,138.1197,177.0825,0.4354,12.2444
CMPD-3380,85.0084,732.8911,59.2676,16.2626,1.017,3.3797,294.8756,53.9502,81.3076,0.952,43.2572
CMPD-3381,79.7859,654.2529,99.4821,22.9772,1.1973,1.6158,164.1158,58.6338,137.1047,0.1512,26.0299
CMPD-3382,90.7823,826.0289,64.9015,21.6519,1.2416,1.3726,100.9224,119.7254,82.9662,0.8508,43.682
CMPD-3383,87.3724,847.5101,63.2786,20.9346,1.1928,1.4242,100.903,106.5061,82.1778,0.8652,46.0264
CMPD-3384,88.5078,862.3201,92.8263,16.5717,1.0954,3.5406,271.7318,142.9137,176.7557,0.4461,12.1862
CMPD-3385,97.1262,726.5094,89.3821,11.9154,1.021,0.859,233.2825,63.5336,112.414,0.4126,14.1781
CMPD-3386,96.0149,812.9384,96.4715,16.7357,1.0656,3.3592,271.6948,137.5622,176.622,0.462,11.65
CMPD-3387,89.5914,647.1688,55.4743,18.6086,1.3869,3.5546,239.1761,108.5853,120.1656,0.7116,43.8079
CMPD-3388,94.6897,788.7142,95.3815,16.0846,1.0021,3.5308,278.2067,152.7273,195.4636,0.4465,11.5864
CMPD-3389,92.1888,830.5585,93.4373,15.648,1.0403,3.5827,265.7935,149.9936,189.3208,0.4265,12.6617
CMPD-3390,89.2299,672.0429,74.0036,15.5639,1.4038,1.4309,224.5958,72.6032,54.3087,0.842,18.309
CMPD-3391,93.7076,869.6186,97.313,15.75,1.119,3.7494,270.3318,139.5664,192.2593,0.4276,12.2598
CMPD-3392,93.0608,750.6407,90.45,12.5225,1.1198,0.8324,225.3407,61.9619,118.7218,0.4092,13.0966
CMPD-3393,90.5582,825.7024,64.8899,20.8115,1.2965,1.4904,110.0272,114.3963,87.4349,0.8108,44.3537
CMPD-3394,83.6022,652.5998,100.4502,23.4956,1.1803,1.6767,165.8631,63.2975,126.9753,0.1473,25.4134
CMPD-3395,87.9825,826.8393,97.4708,15.9727,1.0196,3.4527,253.5493,142.3834,178.0493,0.4567,12.1817
CMPD-3396,85.2001,659.6311,105.1952,23.7451,1.3261,1.5933,162.6948,60.5837,121.7766,0.1567,25.4857
CMPD-3397,89.1658,690.2384,93.6332,11.5316,1.0776,0.8555,224.8253,64.9973,116.2461,0.4196,13.6675
CMPD-3398,90.108,817.2068,91.1947,15.7431,1.0515,3.4779,270.924,146.8748,185.8558,0.4555,12.2091
CMPD-3399,86.3357,683.2116,76.5198,15.9023,1.3298,1.5751,220.9836,68.0185,53.9029,0.8345,18.4381
CMPD-3400,94.4233,676.6194,56.1259,19.7436,1.4145,3.445,242.3931,105.0896,112.7236,0.7065,40.9327
CMPD-3401,97.9785,667.0608,58.4928,19.4825,1.3098,3.5754,231.978,111.1035,108.748,0.71,38.783
CMPD-3402,86.0357,858.8746,62.3795,20.9299,1.2343,1.402,104.6351,108.0531,83.9395,0.8536,44.25
CMPD-3403,93.0347,719.4369,71.4633,15.6423,1.3262,1.5272,217.4135,72.1,53.4231,0.8085,18.4924
CMPD-3404,80.4254,672.0715,99.4169,24.1843,1.2377,1.6138,166.1357,61.3562,121.1259,0.1518,25.8907
CMPD-3405,99.6713,792.7384,94.609,15.7966,1.0559,3.6695,271.4074,149.5314,177.4919,0.4391,11.7778
CMPD-3406,95.9686,707.4616,57.0596,19.7079,1.3372,3.379,232.2013,110.3701,112.2402,0.7245,41.9739
CMPD-3407,96.7446,687.9144,72.2825,15.834,1.3744,1.4922,222.9442,70.4681,53.5803,0.8365,19.4987
CMPD-3408,80.6955,610.4784,92.3529,22.1142,1.5116,1.9622,181.2004,86.2467,75.9056,0.856,14.993
CMPD-3409,89.491,845.8926,64.1889,20.6079,1.1673,1.4189,108.8185,105.9582,80.5509,0.9005,41.6143
CMPD-3410,93.7454,674.5993,55.122,20.2034,1.3671,3.6184,235.3045,112.7162,111.771,0.7069,41.365
CMPD-3411,81.6352,739.3452,60.8699,16.3311,1.0667,3.3149,290.4867,54.1866,79.9542,0.9101,42.259
CMPD-3412,95.1324,695.6215,91.9377,12.5114,1.0966,0.9047,235.1374,58.7865,112.7195,0.4072,12.9743
CMPD-3413,96.2345,698.7345,56.031,19.4166,1.3803,3.4403,231.5975,110.1791,110.9957,0.7309,38.945
CMPD-3414,89.2851,847.8907,64.2243,22.1277,1.195,1.3493,107.6748,113.1073,82.5128,0.8646,45.0723
CMPD-3415,88.3526,822.5752,97.2267,16.0934,1.0568,3.733,258.5016,142.5805,188.5594,0.4545,12.1358
CMPD-3416,91.7645,736.7799,92.7497,11.6384,1.1286,0.8493,212.945,62.538,119.5293,0.415,13.7549
CMPD-3417,99.1437,667.6876,56.5573,19.1252,1.3464,3.4955,240.203,105.892,111.1645,0.6972,42.8874
CMPD-3418,96.2852,658.5117,72.369,14.9926,1.3247,1.4269,216.8711,69.7571,54.233,0.8173,18.5051
CMPD-3419,100.6081,695.5788,56.1672,20.1963,1.3798,3.5602,231.3528,111.4079,107.4561,0.7079,40.1163
CMPD-3420,88.5449,845.8878,96.2026,15.7452,1.0737,3.3807,260.9041,143.054,174.2449,0.4495,12.6005
CMPD-3421,84.6617,669.7026,101.1184,24.3508,1.1646,1.6444,168.7299,62.4233,122.9838,0.1612,24.928
CMPD-3422,83.9073,668.6331,98.9661,24.743,1.2456,1.6278,165.9426,60.6643,127.5669,0.1511,25.6507
CMPD-3423,93.5933,798.0529,94.995,15.4719,1.0464,3.5186,270.2987,141.0388,179.6276,0.4639,12.9802
CMPD-3424,94.8572,712.0688,58.7209,21.3558,1.4399,3.3753,237.424,108.5671,108.696,0.7358,39.0813
CMPD-3425,89.4925,803.3146,65.7724,21.0244,1.2224,1.3984,103.514,114.2525,82.038,0.8616,44.7943
CMPD-3426,96.2519,829.0979,93.8039,15.7237,1.0605,3.4238,256.6683,148.692,188.1477,0.444,11.8566
CMPD-3427,83.7265,818.3623,61.3528,20.225,1.1883,1.3912,101.3398,108.3314,84.5964,0.8137,44.4415
CMPD-3428,86.3541,808.0285,63.426,22.17,1.1994,1.4149,107.2567,107.5197,84.1558,0.8263,42.3998
CMPD-3429,84.8486,739.2409,63.4596,16.1871,1.0663,3.3839,299.4341,52.1387,78.4427,0.8807,41.4151
CMPD-3430,77.4064,611.3219,92.7315,21.4891,1.4679,1.9562,187.0282,81.8792,73.4168,0.8556,14.1861
CMPD-3431,97.3355,665.1662,55.6591,19.2832,1.4161,3.5047,234.8475,105.2713,106.7659,0.7642,42.2574
CMPD-3432,84.1348,636.8329,95.4372,22.4889,1.5174,1.9585,184.8358,84.0816,71.9946,0.8621,13.9845
CMPD-3433,89.0189,808.6885,92.5394,15.4663,1.0055,3.5066,267.3221,149.1295,188.1404,0.4409,12.387
CMPD-3434,80.6202,577.0378,92.1202,21.3061,1.4819,1.881,187.0473,79.152,75.6895,0.8424,13.7846
CMPD-3435,97.7061,831.4382,97.5876,16.1865,1.0549,3.4472,257.1884,136.1111,178.0886,0.4365,12.3068
CMPD-3436,97.7399,836.9893,94.0516,16.3763,1.0575,3.4801,262.2602,148.9306,184.7479,0.4492,12.1896
CMPD-3437,83.2852,722.95,63.3206,16.0843,1.1121,3.295,300.4805,53.96,79.5128,0.868,41.8905
CMPD-3438,96.603,824.9263,95.7049,15.8075,1.0926,3.3524,261.746,139.46,185.8824,0.4684,13.0066
CMPD-3439,82.9071,651.921,98.4791,23.418,1.169,1.6285,158.6555,58.9616,127.5562,0.1505,26.3613
CMPD-3440,93.259,832.6472,61.693,20.2623,1.2455,1.4006,108.323,113.0754,83.7495,0.8821,42.8253
CMPD-3441,100.7123,693.8647,71.5726,14.8139,1.4133,1.4321,217.2347,67.4664,53.4391,0.7919,18.0002
CMPD-3442,83.2872,835.6179,62.7148,21.0687,1.2025,1.3479,115.7921,109.1858,82.7593,0.8713,41.5332
CMPD-3443,85.5597,811.5377,58.601,21.1951,1.225,1.3812,108.718,115.3028,78.7752,0.8804,45.6037
CMPD-3444,82.301,740.4271,61.311,18.0394,1.0879,3.2095,300.0136,53.6957,79.6185,0.9113,39.7417
CMPD-3445,89.8429,831.2789,63.7736,21.8409,1.182,1.41,100.4202,113.6461,88.0284,0.8837,43.4989
CMPD-3446,98.2129,668.8805,70.2934,15.7451,1.3896,1.5088,223.2201,71.5309,53.9596,0.8163,18.7249
CMPD-3447,78.4154,682.4463,97.0988,23.7164,1.2128,1.7136,163.1078,62.9988,125.5983,0.1483,25.7534
CMPD-3448,84.6923,579.619,92.988,21.0496,1.4885,2.0822,183.7794,83.0987,75.9444,0.9021,13.7949
CMPD-3449,93.2394,779.9519,90.6188,16.3313,1.0494,3.3351,271.5234,149.5736,184.6413,0.4203,12.1591
CMPD-3450,79.5275,743.2878,59.182,16.7728,1.0716,3.3075,299.0193,49.4678,79.6179,0.8834,43.4687
CMPD-3451,93.8514,694.7762,72.1074,14.7603,1.3934,1.4891,219.0336,67.7904,52.1956,0.8601,19.0564
CMPD-3452,95.4017,702.9986,67.8115,15.1717,1.4231,1.5099,220.7662,67.6745,50.7375,0.8025,19.351
CMPD-3453,83.15,714.9662,59.8329,15.8445,1.0502,3.4214,302.7419,56.418,79.9786,0.9214,43.316
CMPD-3454,88.5646,725.6541,91.0429,11.8037,1.0714,0.8577,236.5763,67.8811,113.5959,0.4182,14.891
CMPD-3455,92.6585,649.3362,58.6347,20.1617,1.4349,3.1955,250.6183,111.8937,106.0527,0.7074,43.4586
CMPD-3456,88.6603,672.725,57.5639,20.5151,1.4231,3.4237,234.4894,110.7219,108.2566,0.7165,40.3064
CMPD-3457,93.1233,689.9804,57.3698,19.3123,1.3234,3.5894,232.1932,109.8847,111.6124,0.7045,42.8092
CMPD-3458,82.6543,648.371,100.2723,24.3976,1.1902,1.609,163.9749,61.1305,123.6646,0.1529,25.5696
CMPD-3459,82.2991,614.467,94.7014,21.1513,1.4608,1.9289,179.4584,84.8119,71.7228,0.8376,14.3907
CMPD-3460,95.7946,699.7858,57.9374,19.6716,1.3336,3.4001,241.3327,104.5219,116.3642,0.7287,41.3457
CMPD-3461,96.0778,860.6685,91.9157,16.1916,1.0199,3.634,283.2461,141.3628,185.8966,0.4554,12.4506
CMPD-3462,92.0077,694.4182,71.3769,14.867,1.4348,1.5005,211.0134,64.6522,54.4518,0.8336,17.849
CMPD-3463,80.6,745.8265,62.3708,16.6445,1.1304,3.4059,289.7293,52.3478,79.5259,0.9245,41.7838
CMPD-3464,93.8475,682.5779,74.6402,15.5405,1.3536,1.5007,221.9283,69.8545,52.1892,0.8304,19.1409
CMPD-3465,85.3054,604.7466,91.406,21.3795,1.4483,1.9492,198.5683,80.2631,70.5544,0.8244,13.6524
CMPD-3466,80.5574,632.9415,96.5165,22.7344,1.1654,1.6139,160.8654,60.4948,127.777,0.1541,25.5022
CMPD-3467,82.5996,640.3712,94.3147,25.1333,1.2145,1.5735,163.5657,57.3859,129.6051,0.1394,26.1005
CMPD-3468,77.0726,612.5323,94.2317,22.3672,1.5325,1.9481,180.7037,78.9585,71.5965,0.8541,14.0707
CMPD-3469,85.8002,802.1114,62.8973,21.0007,1.2289,1.5023,104.0224,108.4513,81.1672,0.85,46.8516
CMPD-3470,84.1136,620.1716,95.0837,22.5213,1.378,1.9264,195.7346,84.0928,71.1242,0.8372,13.5715
CMPD-3471,97.6802,668.6097,57.6918,19.5472,1.4043,3.5168,227.1886,105.7497,113.1529,0.7022,43.4001
CMPD-3472,96.3408,830.114,95.4099,15.95,1.0929,3.3843,256.6665,138.5776,182.7624,0.4408,12.2588
CMPD-3473,93.2015,711.5788,89.5141,12.3892,1.1153,0.8947,224.0525,60.3385,116.3733,0.4093,14.3247
CMPD-3474,98.098,732.481,90.2373,11.7697,1.1136,0.9198,242.0545,61.2915,114.1269,0.4258,14.4612
CMPD-3475,94.7485,733.3957,92.684,12.4217,1.09,0.9054,233.9638,59.8616,111.0042,0.4176,14.1635
CMPD-3476,87.5503,821.297,62.1529,20.5181,1.2051,1.3964,106.8662,115.1692,81.6638,0.8746,41.6524
CMPD-3477,99.228,722.8443,58.039,19.4768,1.4559,3.5832,238.1085,108.8018,109.4971,0.7046,41.0329
CMPD-3478,95.9571,660.9247,53.3056,19.9561,1.3871,3.6887,223.3858,110.1097,113.1819,0.7757,42.8626
CMPD-3479,85.3052,626.4349,101.9857,22.6554,1.1951,1.5964,166.8497,62.1876,124.9263,0.1492,24.5939
CMPD-3480,77.6937,627.5334,99.6668,24.0274,1.0802,1.6173,169.284,58.8632,126.2071,0.1441,24.7506
CMPD-3481,77.7852,631.4645,103.3368,24.2159,1.2107,1.6383,161.6345,60.8295,125.7468,0.1528,25.763
CMPD-3482,81.6764,635.9292,99.8241,23.7748,1.1794,1.5694,154.9665,60.883,125.5394,0.152,25.4136
CMPD-3483,94.3318,703.9702,93.6222,11.8811,1.1731,0.9216,236.0038,60.9798,118.8814,0.4283,13.8658
CMPD-3484,79.6936,713.7121,59.5859,16.2931,1.0803,3.3995,295.0115,53.7529,82.0558,0.9035,42.9967
CMPD-3485,81.448,627.586,100.2758,23.592,1.1715,1.7337,171.9895,63.2241,126.6146,0.1553,25.4023
CMPD-3486,85.6149,648.5241,96.3233,24.1217,1.1719,1.5325,163.8398,64.267,126.9749,0.1533,25.1262
CMPD-3487,92.3998,846.9956,59.6494,20.708,1.2246,1.3939,105.2956,105.5018,87.3857,0.8893,43.4946
CMPD-3488,80.9908,637.2059,110.3815,23.2478,1.2096,1.6208,162.5666,62.8937,127.1849,0.1491,25.2313
CMPD-3489,89.0367,840.9918,62.1735,20.7822,1.159,1.4218,103.9536,109.1355,83.7048,0.8395,44.3313
CMPD-3490,93.9685,672.1426,56.6618,20.5503,1.325,3.4912,240.4613,109.0457,108.4685,0.7285,41.1504
CMPD-3491,87.722,622.3246,93.646,24.3083,1.2197,1.7086,156.5278,61.5536,132.4376,0.1508,25.7571
CMPD-3492,84.9832,811.8934,65.4566,21.1309,1.1589,1.4373,101.8408,114.9255,79.671,0.9009,44.4016
CMPD-3493,88.8057,734.1558,95.1004,12.4211,1.1046,0.8782,238.0477,60.3742,112.1898,0.4136,14.4585
CMPD-3494,96.666,713.2984,93.5508,12.1926,1.1216,0.8865,245.0449,61.6881,121.7246,0.4549,13.7601
CMPD-3495,92.6232,699.9795,76.1919,14.5175,1.3245,1.5656,211.823,71.7509,56.2493,0.8419,18.6807
CMPD-3496,91.5509,646.6024,70.0386,15.2839,1.4057,1.5077,214.4318,70.2903,54.5898,0.8242,18.7909
CMPD-3497,80.9794,663.7365,95.6537,24.1746,1.1749,1.6732,164.0482,57.5915,129.8523,0.1491,26.2258
CMPD-3498,84.4259,666.5981,97.7249,23.7868,1.1923,1.5851,161.4665,60.599,126.4343,0.1458,25.2089
CMPD-3499,83.6846,602.2663,98.471,20.508,1.4004,1.9389,182.5303,87.1134,74.8838,0.8558,14.1779
CMPD-3500,88.8485,664.9188,56.3467,19.6393,1.3326,3.5382,237.6292,107.1496,109.0367,0.6931,42.8287
CMPD-3501,96.211,688.1383,55.9544,20.0189,1.3814,3.5679,228.3752,99.4783,105.4939,0.7275,42.0333
CMPD-3502,97.3727,667.1017,75.2606,15.7695,1.3846,1.5946,213.2017,71.4807,53.2144,0.8271,19.3696
CMPD-3503,91.5915,673.3536,70.5673,15.7686,1.3313,1.5342,207.3527,70.1623,53.1937,0.8666,18.323
CMPD-3504,84.3444,636.6033,103.7616,23.0794,1.2076,1.6132,158.3228,61.3309,125.8698,0.1569,26.9882
CMPD-3505,85.1376,640.1925,98.4221,23.6172,1.1947,1.6508,167.2755,60.8141,126.1298,0.1505,25.1488
CMPD-3506,83.1993,660.3146,95.3634,23.1885,1.2052,1.5905,163.4134,59.3578,127.1464,0.1452,25.4012
CMPD-3507,82.5352,605.4174,98.4231,21.7445,1.5013,1.96,182.7443,85.2193,73.7955,0.8121,13.5164
CMPD-3508,84.099,653.4655,100.2203,23.9317,1.1311,1.6826,167.1916,59.4667,127.5831,0.1498,24.4894
CMPD-3509,93.8914,649.385,74.6744,15.4616,1.3531,1.5836,221.6727,71.4784,52.6127,0.8316,18.9011
CMPD-3510,80.7117,667.6641,96.2703,24.3481,1.2611,1.5549,165.6558,60.2197,136.647,0.1545,25.6963
CMPD-3511,85.5689,640.9663,97.4944,23.7586,1.2408,1.5763,169.3987,62.6447,128.5647,0.152,25.1793
CMPD-3512,89.758,691.7704,73.1177,15.4237,1.4226,1.6021,211.9444,72.4229,53.4832,0.8193,17.5901
CMPD-3513,89.8082,805.7076,61.5747,21.6194,1.18,1.4394,108.3685,107.777,87.544,0.8767,45.1728
CMPD-3514,95.4882,743.274,93.9224,12.2032,1.145,0.9413,240.4913,63.1132,119.826,0.4152,13.9495
CMPD-3515,99.4034,697.9077,53.9276,19.0407,1.482,3.6224,238.0797,111.4938,112.7219,0.7318,40.5714
CMPD-3516,97.5575,848.3504,95.4455,16.5789,1.073,3.6036,256.3717,147.1262,187.2675,0.4421,12.3025
CMPD-3517,83.4304,760.0396,61.9812,16.6571,1.0444,3.1983,294.1483,53.1424,83.1245,0.905,44.2057
CMPD-3518,86.9296,720.5755,89.7714,11.5964,1.1655,0.8684,244.3879,62.3618,116.2112,0.4604,13.8002
CMPD-3519,90.2433,836.3646,94.9217,17.5663,1.0891,3.6234,269.7216,139.6509,177.9579,0.4689,13.1455
CMPD-3520,81.0113,593.5221,91.7055,21.1743,1.5341,1.8647,188.8684,84.9887,75.5945,0.8722,13.8292
